1,41.303696,-72.929085
2,41.305084,-72.930466
3,41.30512,-72.92249
4,41.29476,-72.91914
5,41.286617,-72.926445
6,41.301094,-72.92908
7,41.30439,-72.934555
8,41.305305,-72.933945
9,41.284595,-72.93713
10,41.290726,-72.93368
11,41.29719,-72.94869
12,41.29488,-72.93782
13,41.2994,-72.93626
14,41.300102,-72.93962
15,41.302372,-72.93883
16,41.315075,-72.93793
17,41.31573,-72.939766
18,41.309433,-72.9362
19,41.312084,-72.94089
20,41.311165,-72.94401
21,41.318825,-72.948425
22,41.32579,-72.95849
23,41.328686,-72.98078
24,41.3385,-72.98026
25,41.338303,-72.98008
26,41.328754,-72.95657
27,41.327564,-72.953445
28,41.320213,-72.95069
29,41.317772,-72.94544
30,41.330494,-72.92809
31,41.329742,-72.935135
32,41.32153,-72.92918
33,41.315125,-72.93804
34,41.33264,-72.92509
35,41.321453,-72.90771
36,41.31036,-72.91785
37,41.313866,-72.912506
38,41.308006,-72.9155
39,41.31334,-72.913315
40,41.302803,-72.91653
41,41.308475,-72.91259
42,41.308872,-72.89545
43,41.30819,-72.89531
44,41.31707,-72.902504
45,41.308613,-72.90071
46,41.313908,-72.89667
47,41.31974,-72.89834
48,41.320225,-72.871605
49,41.320225,-72.871605
50,41.32077,-72.87365
51,41.310287,-72.873726
52,41.315834,-72.8729
53,41.30904,-72.879395
54,41.307037,-72.88244
55,41.29038,-72.894745
56,41.296722,-72.89281
57,41.255695,-72.8927
58,41.254562,-72.89848
59,41.307686,-72.92621
60,41.309853,-72.92808
61,41.306854,-72.932785
62,41.30871,-72.925285
63,41.308537,-72.9249
